StationName,SubdivisionName,ParentSubdivisionName,latitude,longitude,District
NAKEDDE-1,NAKEDDE,NAMAYUMBA,0.4626783,32.20543,WAKISO
NAKYELONGOOSA-1,NAKYELONGOOSA,KAKIRI TOWN COUNCIL,0.4478121,32.37103,WAKISO
SANDA-1,NGONGOLO,KAJJANSI TOWN COUNCIL,0.1433923,32.46989,WAKISO
SOKOLO-1,SOKOLO,KASANJE,0.2080332,32.4017685,WAKISO
ALINGA-1,ALINGA,KURU,3.4531736,31.1590371,YUMBE
AMATANGA-1,SWINGA,ROMOGI,3.5192327,31.4000533,YUMBE
AYIVU-1,RIGBONGA,ARIWA,3.2419621,31.3426128,YUMBE
COMMUNITY FOREST RES-1,AMBALA,KEI,3.7184266,31.181108,YUMBE
COMMUNITY FOREST RES-2,PALAJA,KEI,3.6455423,31.1119711,YUMBE
INGILE RANGELAND-1,GOBORO,KOCHI,3.6306239,31.4079622,YUMBE
KABORU-1,MIJIKITA,KERWA,3.7839937,31.2914583,YUMBE
KIYI-1,LUI,ODRAVU,3.3244524,31.2146809,YUMBE
KULUPI-1,CHABILI,ROMOGI,3.4417566,31.4415415,YUMBE
LEWA B-1,LOMBE,KOCHI,3.5746475,31.5069404,YUMBE
OCHINGA-1,IKAFE,ARIWA,3.280248,31.4200881,YUMBE
OLI-1,OLIVU,DRAJANI,3.3758741,31.1106847,YUMBE
PAMULE-1,MIGO,MIDIGO,3.5747236,31.2397992,YUMBE
TIMBAKWA-1,YIBA,LODONGA,3.4065139,31.1376099,YUMBE
WADADA-1,KERILA,APO,3.5026862,31.2828931,YUMBE
AGENGO-1,CHANA,PAIDHA,2.458666,30.98864,ZOMBO
AGORO-1,ANGOL,ATYAK,2.66438,30.94958,ZOMBO
ANYAVU-1,KIGEZI,ZEU,2.547728,30.84063,ZOMBO
AWANG FR-1,ANGAR,KANGO,2.621956,30.81303,ZOMBO
CONGAMBE-1,ABAJI,JONGAKORO,2.458722,30.87834,ZOMBO
ENTEBBE-1,PAPOGA,ZEU,2.505367,30.83135,ZOMBO
GUNA-1,OYEYO,NYAPEA,2.445459,30.94984,ZOMBO
JUPANGAO-1,AYAKA,ZEU,2.435721,30.81259,ZOMBO
LORRORA-1,OMOYO,ZEU,2.555156,30.80628,ZOMBO
MVUGU-1,DWONGA,PAIDHA TOWN COUNCIL,2.421151,31.01007,ZOMBO
NAGURU-1,ANYOLA,ATYAK,2.611538,30.96156,ZOMBO
NGMBANG-1,PAKADHA,ABANGA,2.392585,30.92837,ZOMBO
OLEDHIRE-1,NGIRA,KANGO,2.591599,30.85151,ZOMBO
OMBAVU-1,JULOKA,WARR,2.61064,30.90441,ZOMBO
OMOKO-1,PATEK,JONGAKORO,2.386145,30.87758,ZOMBO
ORYANG-1,PAKIA,WARR,2.558803,30.88718,ZOMBO
RODU-1,THANGA,ABANGA,2.421904,30.95829,ZOMBO
TANGALAMOLOJU-1,PALEY WEST,ZOMBO TOWN COUNCIL,2.514595,30.9578,ZOMBO
TANGALAMOLOJU-2,PALEY WEST,ZOMBO TOWN COUNCIL,2.504038,30.90827,ZOMBO
ZAMBA-1,PADUBA,KANGO,2.652134,30.87798,ZOMBO
BUWUNGE-1,BUFUMIRA,BUFUMIRA,-0.3963836,32.3718312,KALANGALA
LAKE VICTORIA-2,BUKIBONGA,BUKAKATA,-0.3,32.0333,MASAKA
