StationName,SubdivisionName,ParentSubdivisionName,latitude,longitude,District
BUSEKERE II-1,BUSEKERE,TSEKULULU,0.9609309,34.35984,NAMISINDWA
BUWAMBWA-1,BUSIMAOLYA,MAGALE,0.8670527,34.34815,NAMISINDWA
KISOKOTI-1,BUMUSOMI,BUBUTU,0.821158,34.31651,NAMISINDWA
LUKHENDU-1,BUKISASATI,BUMWONI,0.843316,34.38667,NAMISINDWA
MT ELGON NATIONAL PARK-1,MUKUTANO,MUKHOTO,0.9360381,34.39122,NAMISINDWA
NABUTITI-1,LWAKHAKHA WARD,LWAKHAKHA TOWN COUNCIL,0.7973884,34.37909,NAMISINDWA
BUDHEBERO B-1,BUBAGO,NSINZE,0.7990095,33.6108735,NAMUTUMBA
BUDUNDA-1,MPUMIRO,BULANGE,0.8095766,33.7768751,NAMUTUMBA
BULIMBA A-1,NABWEYO,KIBALE,0.8925565,33.555991,NAMUTUMBA
ITUBA B-1,ITUBA,NAMUTUMBA,0.7683312,33.6652214,NAMUTUMBA
KISOWOZI-1,KISOWOZI,IVUKULA,0.9729525,33.5920173,NAMUTUMBA
NAKISENYI-1,BUKENGA,BULANGE,0.726549,33.7647504,NAMUTUMBA
NAMAKOBA B-1,KIGALAMA,NAMUTUMBA,0.7895035,33.710494,NAMUTUMBA
NAWAMBIRI-1,KAGULU,MAGADA,0.9122707,33.7639697,NAMUTUMBA
NAWANKIMA-1,IVUKULA,IVUKULA,0.943541,33.6177938,NAMUTUMBA
NAWANSIMBI-1,LWATAMA,IVUKULA,0.9842736,33.6881148,NAMUTUMBA
BOKORA CORRIDOR GR-1,APEITILOM A,LOKOPO,2.3296706,34.0633818,NAPAK
BOKORA CORRIDOR GR-2,LORIKITAE,LOKOPO,2.7200018,34.1028015,NAPAK
ABAKRA-1,ABAR EAST,NDHEW,2.379611,31.11714,NEBBI
ACHIBU-1,MBARO EAST,NYARAVUR,2.424914,31.27153,NEBBI
ADUKU VILLAGE-1,JUKIA HILL,CENTRAL DIVISION,2.479715,31.0782,NEBBI
ADWOGO FUA-1,PAKOLO,AKWORO,2.272333,31.21802,NEBBI
AJOK-1,ABONGO,ERUSSI,2.282411,31.11805,NEBBI
AKADO-1,PULUM,PAROMBO,2.323332,31.1681,NEBBI
AKANGA-1,PAMINYA LOWER,ATEGO,2.445876,31.13577,NEBBI
AKURU-1,RERO,AKWORO,2.299111,31.26505,NEBBI
ALEGO EAST-1,OSSI EAST,PAROMBO,2.357709,31.23376,NEBBI
ALIEKRA-1,KOCH,NEBBI,2.530762,31.12699,NEBBI
AMOGU-1,MVURA,KUCWINY,2.450079,31.20775,NEBBI
AMOGU-2,MVURA,KUCWINY,2.5032,31.25226,NEBBI
ANJAO OMBANYA-1,KALOWANG,NEBBI,2.5398,31.0224,NEBBI
ARUNGMBELE-1,LEE,KUCWINY,2.596981,31.25299,NEBBI
ARUNGMBELE-2,LEE,KUCWINY,2.647898,31.28378,NEBBI
BOMA EAST-1,JUPANGIRA,NEBBI,2.383849,31.0463,NEBBI
GOT LEMBE-1,MURUSI,AKWORO,2.21901,31.22669,NEBBI
JUPANZEI-1,OLAGO,KUCWINY,2.501029,31.18466,NEBBI
NYEKAKURA-1,PADOLO,ERUSSI,2.323041,31.09339,NEBBI
PAVUNDE-1,PAMORA LOWER,NYARAVUR,2.376747,31.1814,NEBBI
AKUBUI-1,AKUBUI,MUKURA,1.5334798,33.8350235,NGORA
KEES-1,NGORA,NGORA,1.4454079,33.7425636,NGORA
ITOJO-1,ITOJO,KARUGUTU,0.8317125,30.25785,NTOROKO
KAJWEKA-1,RWENYANA,KANARA,0.9681537,30.43766,NTOROKO
KAJWEKA-2,RWENYANA,KANARA,1.067861,30.4448,NTOROKO
KARONDWA-1,BUTUNGAMA,BUTUNGAMA,1.117127,30.30636,NTOROKO
KENYANGE-1,KASUNGU,BUTUNGAMA,1.058214,30.37118,NTOROKO
KIMARA-1,KYABUKUNGURU,BUTUNGAMA,1.145992,30.416,NTOROKO
KISUNGU-1,RUKOORA,KIBUKU TOWN COUNCIL,0.9136009,30.31002,NTOROKO
KISUNGU-2,RUKOORA,KIBUKU TOWN COUNCIL,0.941675,30.2394663,NTOROKO
KYAMA-1,BWERAMULE,BWERAMULE,0.8923992,30.17694,NTOROKO
NGEGE-1,BUGANDO,BWERAMULE,0.9988651,30.28594,NTOROKO
WANKA-1,NOMBE,NOMBE,0.7433819,30.18915,NTOROKO
KABOROOGA-1,RUSHEBEYA,RWEIKINIRO,-1.001671,30.2824362,NTUNGAMO
KAFUNJO-1,KIYOORA,NYAKYERA,-0.8673783,30.3477045,NTUNGAMO
KAGOROGORO-3,NYARUBAARE,NTUNGAMO,-0.8672137,30.2213557,NTUNGAMO
KAKURA I-1,KIZINGA,NGOMA,-1.122281,30.317568,NTUNGAMO
KANGARAME-1,KISHAMI,RUHAAMA,-0.942605,30.36097,NTUNGAMO
KANGARAME-2,KISHAMI,RUHAAMA,-0.9653534,30.4044422,NTUNGAMO
KATABWIGUTE-1,NKONGOORO,NYABIHOKO,-0.8575664,30.1484037,NTUNGAMO
KIMINU-1,NYONGOZI,ITOJO,-0.782491,30.3028103,NTUNGAMO
KIRUNGU-1,KIRUNGU,RUKONI EAST,-0.8791746,30.5500751,NTUNGAMO
KYABUGYIMBI-1,RUHARA,NGOMA,-1.1356523,30.2867025,NTUNGAMO
KYABUKUJU I-1,AKATOJO,RUBAARE TOWN COUNCIL,-1.0431102,30.1758547,NTUNGAMO
KYAJERE-1,NYAKARIRO,NGOMA,-1.0565591,30.2255312,NTUNGAMO
NYAKATALE-1,MUGYERA,NGOMA,-1.160936,30.1995883,NTUNGAMO
NYAKATOJO-1,RUKANGA,NYABIHOKO,-0.8597925,30.1034285,NTUNGAMO
NYAMATONGO-1,RUKONI,KIBATSI,-0.7906753,30.125075,NTUNGAMO
ORUBIRIZI-1,KAGUGU,RUBAARE,-0.9231126,30.1655568,NTUNGAMO
RUNONI-1,CENTRAL,KITWE TOWN COUNCIL,-0.9988651,30.4979997,NTUNGAMO
RUTOOMA CENTRAL-1,NYAKIBIGI,IHUNGA,-0.7741097,30.2007658,NTUNGAMO
RUTOOMA-1,NGOMBA,RUGARAMA,-1.0401946,30.0624681,NTUNGAMO
RWENCWERA-1,KYAMATE,EASTERN DIVISION,-0.8543032,30.2794794,NTUNGAMO
BIDATI CELL-1,CEKE WARD,ANAKA TOWN COUNCIL,2.608974,31.9041949,NWOYA
BUNGU-1,LII,KOCH GOMA,2.4558491,32.1383073,NWOYA
BUNGU-2,LII,KOCH GOMA,2.464328,32.0991545,NWOYA
BUNGU-3,LII,KOCH GOMA,2.3503997,32.2274654,NWOYA
BUNGU-4,LII,KOCH GOMA,2.3640916,32.0459958,NWOYA
KALANG-1,AMAR,KOCH GOMA,2.6922867,32.1054352,NWOYA
LAGAZI-1,PABIT,PURONGO,2.3687226,31.6699763,NWOYA
LATEKODONG-1,PANOKRAC,ALERO,2.770649,31.892095,NWOYA
LATEKODONG-2,PANOKRAC,ALERO,2.7020649,31.4952115,NWOYA
LULYANGO-1,PAIBWOR,ALERO,2.6364407,31.6946713,NWOYA
LULYANGO-2,PAIBWOR,ALERO,2.6668206,32.0032626,NWOYA
LULYANGO-3,PAIBWOR,ALERO,2.6712139,31.6049601,NWOYA
MURCHISON FALLS NATIONAL PARK-1,PABALI,PURONGO,2.3978205,31.9340654,NWOYA
PAJENGO-1,LATORO,PURONGO,2.3914025,31.5843872,NWOYA
PAJENGO-2,LATORO,PURONGO,2.3691717,31.5813093,NWOYA
ACIMARI CENTRAL-1,EWAFA,ALIBA,3.193602,31.53012,OBONGI
AGUA-1,LOCOMGBO,ROMOGI,3.476497,31.51899,OBONGI
DELLO-1,LIWA,GIMARA,3.305713,31.51247,OBONGI
ERA CENTRAL FR PAAL-1,PAALUJO,ITULA,3.486817,31.62386,OBONGI
ERA CENTRAL FR PAAL-2,PAALUJO,ITULA,3.528919,31.66377,OBONGI
ERA CENTRAL FR PAAL-3,PAALUJO,ITULA,3.48444,31.65959,OBONGI
ERA CENTRAL FR PALO-1,PALORINYA,ITULA,3.52669,31.68782,OBONGI
KALI-1,KALI,ITULA,3.414472,31.56152,OBONGI
LUKURI-1,DEMBELE,ITULA,3.404343,31.57985,OBONGI
MASAKA-1,LOKPE,KOCHI,3.511481,31.52101,OBONGI
ATEDE-1,LAPAINAT EAST,KORO,2.7607985,32.4208032,OMORO
DINO-1,LAMOLA,ODEK,2.650721,32.748045,OMORO
LAMIN LAWINO-1,KAL,ONGAKO,2.6446705,32.2737993,OMORO
LAMINOPABO-1,LUJORONGOLE,LAKWANA,2.6204634,32.3620792,OMORO
LAMINOPABO-2,LUJORONGOLE,LAKWANA,2.6357173,32.3511422,OMORO
LUKOTO-1,BINYA,ODEK,2.76673,32.613023,OMORO
OGWARI-1,LUKWOR,ODEK,2.630819,32.606626,OMORO
OMOKOKITUNGE-1,IDOBO,LALOGI,2.7704758,32.5688175,OMORO
OMOKOKITUNGE-2,IDOBO,LALOGI,2.6920875,32.5355413,OMORO
OPWACH-1,GEM,OMORO TOWN COUNCIL,2.6361975,32.5377392,OMORO
AGWILA-1,ADYERAKONYA,ADWARI,2.562109,33.22672,OTUKE
ALUKA-1,AJUR,OGWETE,2.353444,33.56724,OTUKE
AWONKOK-1,OMWONYOLEE,OGUR,2.556993,33.34297,OTUKE
AWONKOK-2,OMWONYOLEE,OGUR,2.561902,33.38532,OTUKE
AYILOI B-1,OKERE,ADWARI,2.569499,33.30653,OTUKE
AYILOI B-2,OKERE,ADWARI,2.562,33.30105,OTUKE
KAMDINI-1,ARWOTNGO,OKWANG,2.557671,33.18044,OTUKE
OKANY-1,ATANGWATA,OGUR,2.447637,33.36229,OTUKE
OKORE-1,OKEE,ADWARI,2.576623,33.26194,OTUKE
OLANGIT B-1,ATIRA,OGWETE,2.446193,33.6849,OTUKE
ABAKIRAO A-1,OMACH,NGAI,2.434784,32.45779,OYAM
ABAKIRAO A-2,OMACH,NGAI,2.469768,32.45252,OYAM
ABANYA-1,EASTERN,OYAM TOWN COUNCIL,2.408123,32.47562,OYAM
ABUTA ATIDI-1,ATEK,MINAKULU,2.358078,32.42507,OYAM
ACANKWETE-1,WIRAO,ABER,2.185182,32.43018,OYAM
ACEKELATI-1,ARIBA,ABOK,2.519509,32.54083,OYAM
ADAGATINGA-1,ACOKARA,OTWAL,2.540603,32.65194,OYAM
AKUKI EAST-1,ACENO,MINAKULU,2.430484,32.41275,OYAM
AYITA B-1,ORUPU,ICEME,2.387933,32.62757,OYAM
DYERAILOGONONO-1,ANYOMOLYEC,OTWAL,2.598924,32.66835,OYAM
GWEC APOKO-1,ARAMITA,NGAI,2.512559,32.48663,OYAM
HOSPITAL-1,OCINI,KAMDINI,2.258478,32.44725,OYAM
IBUU-1,KULUABURA,MINAKULU,2.422931,32.24955,OYAM
ICEME GIRLS-1,OMOLO,ICEME,2.467738,32.61333,OYAM
KULO BUNGE-1,AGULURUDE,LORO,2.295869,32.63232,OYAM
ABICINIA-1,AWEE,LATANYA,3.079365,32.93072,PADER
ABUNGA-1,KOYO,LAPUL,2.906665,32.85244,PADER
ABYEBA-1,OPATE,ATANGA,2.855297,32.70266,PADER
ACUT OMER NORTH-1,WII GWENG,ACHOLI BUR,3.147108,32.87251,PADER
AJAN-1,PAKEYO,LAGUTI,2.977311,32.7691,PADER
AJOBI-1,OGAGO,PAJULE,3.003982,33.10309,PADER
AKWARA WEST-1,OGOLE,LAPUL,2.959911,32.93679,PADER
ARINGO DYANG-1,PUKOR,OGOM,2.872015,33.17508,PADER
ATEDE WEST-1,ANGOLE,AWERE,2.632417,32.87875,PADER
LAKUTOO-1,OGWIL,PADER,2.779696,32.91807,PADER
ABOK-1,PANYIMUR TOWN BOARD,PANYIMUR,2.255001,31.3028,PAKWACH
ACANA-1,FUALWONGA,ALWI,2.558983,31.30329,PAKWACH
ACET-1,POKWERO,PANYANGO,2.558046,31.42136,PAKWACH
AJEI EAST-1,MUTIR,WADELAI,2.726512,31.35244,PAKWACH
AJOBO-2,RAGEM LOWER,WADELAI,2.645117,31.37627,PAKWACH
AKELLA-1,OLYEJO,PAKWACH,2.434385,31.41851,PAKWACH
ANYOMKANGO-1,ABOK,ALWI,2.469401,31.35752,PAKWACH
AYABU CENTRAL-1,RAGEM UPPER,WADELAI,2.693441,31.4094,PAKWACH
AYAGO LOWER-1,BORO,PANYIMUR,2.378847,31.31765,PAKWACH
PAFUGI WEST-1,PUMIT,WADELAI,2.75212,31.38662,PAKWACH
AKIMENG-1,KACHANGO,GOGONYO,1.2117796,33.570759,PALLISA
AKIMENG-2,KACHANGO,GOGONYO,1.2072548,33.5860554,PALLISA
AKIMENG-3,KACHANGO,GOGONYO,1.242592,33.589307,PALLISA
ALELES-1,AKAMWOR,CHELEKURA,1.3193466,33.6936364,PALLISA
KAKUTUIRE-1,GOGONYO,GOGONYO,1.3169135,33.4683375,PALLISA
KAKUTUIRE-2,GOGONYO,GOGONYO,1.2761681,33.5709928,PALLISA
MANGA-1,BOLISO 1,PUTI PUTI,1.1655186,33.7657426,PALLISA
NAPETETE-1,KALAPATA,KAMUGE,1.1707194,33.8293803,PALLISA
OBOLISO KOMOLO-1,OBOLISO,KAMEKE,1.294961,33.7850906,PALLISA
OBUNGAI-1,OLOK,OLOK,1.1886773,33.6491791,PALLISA
BULYAKAMU-1,KANONI,LWANDA,-0.6455081,31.4742647,RAKAI
BYENKENDE-1,KALUNGI,KYALULANGIRA,-0.767309,31.3117955,RAKAI
KACUMU-1,BUYAMBA,DDWANIRO,-0.6624542,31.3945245,RAKAI
KAGAGA-1,KAKUNDI,LWAMAGGWA,-0.5881825,31.2097749,RAKAI
KAMUKALO A-1,KAMUKALO,BYAKABANDA,-0.7607859,31.3715357,RAKAI
KANONI KATUNTU WARD-1,KATUNTU WARD,RAKAI TOWN COUNCIL,-0.6948415,31.4153871,RAKAI
KIBUNGO-1,RWESINGA,KIZIBA,-0.9033779,31.2815519,RAKAI
KISWERE-1,KYALUGABA,KIBANDA,-0.9251536,31.3645749,RAKAI
KITEMBA-1,BITABAGO,LWANDA,-0.686725,31.4409658,RAKAI
KITEMBA-2,BITABAGO,LWANDA,-0.689648,31.453302,RAKAI
KITEMBA-3,BITABAGO,LWANDA,-0.6971567,31.4468998,RAKAI
KIWENDA BUTITI-1,BUTITI,LWANDA,-0.6224961,31.4187582,RAKAI
KYAKABUGEMA-1,KAGAMBA,KAGAMBA,-0.6537807,31.319472,RAKAI
KYAKABUTU-1,KAKINGA,KIBANDA,-0.8395547,31.3329335,RAKAI
LWAMAGABI-1,KYABIGONDO,LWAMAGGWA,-0.4928259,31.2244053,RAKAI
LWAMAGWA-1,KIWEEKA,LWAMAGGWA,-0.554789,31.2795588,RAKAI
LWAMUKONKO-1,KATATENGA,KACHEERA,-0.6668296,31.1402595,RAKAI
LWANTANGA-1,KAYONZA [KACHEERA],KACHEERA,-0.638617,31.171234,RAKAI
NTOVU KASULA-1,KASULA,KYALULANGIRA,-0.7262966,31.2550379,RAKAI
NYANGA KENTELE-1,KISAASA,KIFAMBA,-0.7662238,31.4559653,RAKAI
BUGANDARA-1,IGOMANDA,HAMURWA,-1.1598193,29.9336152,RUBANDA
BUSHURE MPUNGU-1,MPUNGU,HAMURWA,-1.092795,29.91186,RUBANDA
BWINDI FOREST NATIONAL PARK-1,KASHEKYERA,RUHIJA,-1.0130016,29.7605342,RUBANDA
HAMUKAAKA-1,KYENYI,MUKO,-1.2033142,29.8717128,RUBANDA
KAGOYE BIGUNGIRO-1,BIGUNGIRO,NYAMWERU,-1.2013407,29.9944872,RUBANDA
KYABAHINGA-1,KAGARAMA,BUBAARE,-1.239326,29.929477,RUBANDA
MUKASHEKYERA-1,NYABUHANGA,RUBANDA TOWN COUNCIL,-1.1356987,29.8611844,RUBANDA
MWEFUZO-1,KASHAASHA,IKUMBA,-1.1378566,29.7783933,RUBANDA
NYAKARANGA-1,KIYEBE,RUHIJA,-1.0574142,29.8141238,RUBANDA
RWAKORORO-1,KACEREERE,BUFUNDI,-1.2851546,29.8515462,RUBANDA
BUHINGO-1,RUMURI,KICHWAMBA,-0.226091,29.976486,RUBIRIZI
BUHINGO-2,RUMURI,KICHWAMBA,-0.1923658,30.0757108,RUBIRIZI
BUHINGO-3,RUMURI,KICHWAMBA,-0.2804689,29.9359959,RUBIRIZI
BUHINGO-4,RUMURI,KICHWAMBA,-0.2780086,29.95695,RUBIRIZI
BUHINGO-5,RUMURI,KICHWAMBA,-0.1499644,30.0757624,RUBIRIZI
BUZENGA-1,BUZENGA,RYERU,-0.2781186,30.1316362,RUBIRIZI
BWEGIRAGYE-1,RUGARAMA,KYABAKARA,-0.16012,30.230521,RUBIRIZI
IGOMANDA II A-1,NGORO,KYABAKARA,-0.1900671,30.2374691,RUBIRIZI
KAATARA-1,KATAARA,KICHWAMBA,-0.2437104,30.0824141,RUBIRIZI
KAFURO-1,KIRUGU,KIRUGU,-0.1891235,30.1225546,RUBIRIZI
KAKAARI-1,KAKAARI,KYABAKARA,-0.1808191,30.2031978,RUBIRIZI
KAKINDO-1,KATANDA,KATANDA,-0.2208336,30.1696881,RUBIRIZI
KANTUNGU-1,NDANGARO,RUTOTO,-0.355557,30.1101861,RUBIRIZI
KANYANSHANDE-1,MUGYERA,KATANDA,-0.2405815,30.1450932,RUBIRIZI
KANYUNGU-1,NYAMABARE,KATERERA,-0.2070883,30.1989221,RUBIRIZI
MUNYONYI-1,NYANDONGO,KATANDA,-0.2327317,30.2137865,RUBIRIZI
NKONDO-1,NYAKIYANJA,RYERU,-0.2949835,30.0795775,RUBIRIZI
NYAMIRIMA II-1,KATERERA,KATERERA,-0.121927,30.199286,RUBIRIZI
NYAMIRIMA II-2,KATERERA,KATERERA,-0.1744927,30.1609561,RUBIRIZI
OMUMASAKA-1,KYAMBURA,KICHWAMBA,-0.2229979,30.1146908,RUBIRIZI
AHAKATUNTU-1,KITANGA,KASHAMBYA,-1.089415,30.0077857,RUKIGA
HAMUNYINYA-1,BURIME,RWAMUCUCU,-1.1269333,30.0573585,RUKIGA
KAFUKA-1,MUHANGA,MUHANGA TOWN COUNCIL,-1.1873998,30.13936,RUKIGA
KAHAMA-1,NYAKAGABAGABA,RWAMUCUCU,-1.080901,30.056853,RUKIGA
KAKATUNDA-1,RUTARE,MUHANGA TOWN COUNCIL,-1.1977829,30.111853,RUKIGA
KARIBA KAROBWA-1,KARORWA,BUKINDA,-1.2169506,30.1497013,RUKIGA
KARIMBWE-1,KANDAGO,BUKINDA,-1.169582,30.079781,RUKIGA
KASOONI-1,NOOZI,RWAMUCUCU,-1.1327807,30.0145706,RUKIGA
KIGAZI-1,KYERERO,BUKINDA,-1.1435413,30.0976984,RUKIGA
KITONVE-1,IBUMBA,RWAMUCUCU,-1.2100817,30.0760399,RUKIGA
MIGYESI-1,BUCUNDURA,KASHAMBYA,-1.1125833,29.9745219,RUKIGA
MIGYESI-2,BUCUNDURA,KASHAMBYA,-1.0670197,29.9443575,RUKIGA
MUIBUMBA-1,RUTENGYE,KASHAMBYA,-1.0281467,29.9649936,RUKIGA
MUTOJO KIGARA-1,KIGARA,KAMWEZI,-1.2234943,30.2040549,RUKIGA
NYABUNYUNGU-1,KIBANDA,KAMWEZI,-1.1898547,30.2655244,RUKIGA
NYAKAMBU-1,RWENYANGYE,KAMWEZI,-1.1764756,30.1731309,RUKIGA
NYAKISA-1,KASHEKYE,KAMWEZI,-1.2598358,30.2016515,RUKIGA
NYAMASHAMBA-1,KAFUNJO,KASHAMBYA,-1.0435481,29.9310687,RUKIGA
OMURUGANDA-1,NYAKASHEBEYA,KASHAMBYA,-1.0567175,29.9939826,RUKIGA
SINDI-1,MPARO,RWAMUCUCU,-1.1728143,30.0369973,RUKIGA
BUGOMORA-1,KAFUNJO,NYAKISHENYI,-1.0235445,29.909665,RUKUNGIRI
KACENCE-2,KACENCE,NYAKISHENYI,-0.9675922,29.8903075,RUKUNGIRI
KAGOROGORO-2,IBANDA,NYARUSHANJE,-1.0035756,30.0009916,RUKUNGIRI
KAGYERA-1,NORTHERN A,WESTERN,-0.7823301,29.9096905,RUKUNGIRI
KAKONI-1,NYABUBARE,BWAMBARA,-0.6087911,29.8520383,RUKUNGIRI
KAROKARUNGI-2,NYABUSHENYI,NYARUSHANJE,-0.9388144,29.9689386,RUKUNGIRI
KASHENYI SS-1,RWAMUGOMA,RUHINDA,-0.7333159,29.948955,RUKUNGIRI
KATERAMPUNGU-1,KAZINDIRO,BUGANGARI,-0.7350982,29.8404742,RUKUNGIRI
KATUNGU I-1,NYAKINENGO,NYAKAGYEME,-0.8588091,29.8814185,RUKUNGIRI
KIBIRIZI-1,BWANGA,NYARUSHANJE,-0.9470397,30.0323812,RUKUNGIRI
KIGARIGARI-1,NYAKITABIRE,RUHINDA,-0.6592282,29.9010782,RUKUNGIRI
KITANDA-1,NYAKAINA,BUYANJA,-0.8740242,29.9663914,RUKUNGIRI
NYAKABUNGO B-1,KIKARARA,BWAMBARA,-0.5883196,29.7574041,RUKUNGIRI
NYAKARAMA-1,KIKONGI,BWAMBARA,-0.6638536,29.8116405,RUKUNGIRI
NYAKARIRO CENTRAL-1,KASHAYO,BUGANGARI,-0.7711304,29.8479711,RUKUNGIRI
NYAKAZINGA-1,KARUHEMBE,KEBISONI,-0.8200398,30.0408756,RUKUNGIRI
QUEEN ELIZABETH NP-1,QUEEN ELIZABETH NP,BWAMBARA,-0.5192423,29.8076111,RUKUNGIRI
QUEEN ELIZABETH NP-2,QUEEN ELIZABETH NP,BWAMBARA,-0.4429565,29.8323987,RUKUNGIRI
QUEEN ELIZABETH NP-3,QUEEN ELIZABETH NP,BWAMBARA,-0.516225,29.7441263,RUKUNGIRI
RWEERE-1,NYAKABUNGO,BUYANJA,-0.9069557,29.9167011,RUKUNGIRI
BUSINGYE-1,RWENSINGA,NDAIJA,-0.7105923,30.4247219,RWAMPARA
KAGONGI-1,NYARUBUNGO,RUGANDO,-0.6351353,30.4489438,RWAMPARA
KIBUBA-1,NYAKAIKARA,NDAIJA,-0.7499348,30.4223988,RWAMPARA
KIJOJO-1,BUJAGA,NDAIJA,-0.7472118,30.3768987,RWAMPARA
KIKYERENYO-1,MIRAMA,RUGANDO,-0.6333491,30.5168341,RWAMPARA
KIZIBA-1,KIBAARE,NDAIJA,-0.762747,30.3559471,RWAMPARA
KONGORO-1,KONGORO,NDAIJA,-0.7659236,30.4520726,RWAMPARA
KYABWIHURE-1,KITUNGURU,RUGANDO,-0.6678535,30.4967718,RWAMPARA
RUGARAMA-2,NYABIKUNGU,RUGANDO,-0.6722593,30.5165861,RWAMPARA
RWOHO FOREST RESERVE-1,RWOHO,RUKONI EAST,-0.847159,30.5824333,RWAMPARA
RWOHO FOREST RESERVE-2,KIGAAGA,MWIZI,-0.81932,30.6110662,RWAMPARA
APUTON-1,KABULABULA,KADUNGULU,1.4817697,33.1568335,SERERE
NANANGA A-1,KANYANGAN,KATETA,1.3567361,33.5015289,SERERE
KANGOKE-1,MASYORO,KYANGYENYI,-0.4744488,30.37486,SHEEMA
KASINGA-1,RUKONDO,KASAANA,-0.7121422,30.1888693,SHEEMA
KATONGO-1,KYEIBANGA WEST,KITAGATA,-0.6582545,30.1724696,SHEEMA
KISHABYA WEST-1,KISHABYA,SHUUKU TOWN COUNCIL,-0.6932433,30.3073025,SHEEMA
MARKET MARKET-1,MUHITO,KITAGATA,-0.6758845,30.1456467,SHEEMA
MURAMA-1,KYARUSHAKARA,KITAGATA,-0.6750375,30.1303177,SHEEMA
MUSHEKURE-1,BURINGO,MASHERUKA,-0.4556533,30.4633113,SHEEMA
MUTOJO-1,MIGINA,KAGANGO DIVISION,-0.5586588,30.4421108,SHEEMA
RUHOROBERO-1,NYAKASHOGA,BUGONGI TOWN COUNCIL,-0.718343,30.242035,SHEEMA
RWEMIYAGA-1,KYABANDARA,CENTRAL DIVISION,-0.6142721,30.3636277,SHEEMA
BUKANYANGA-1,BUGAMBI,BUNYAFA,1.126067,34.28925,SIRONKO
BUMONGOTI-1,NABUBOLO,NALUSALA,1.164515,34.25585,SIRONKO
BUWANGOLO BUMWAMBU-1,BUMWAMBU,BUYOBO,1.155448,34.31391,SIRONKO
ELGON NGPMALERE-1,ELGON,BUGITIMWA,1.130463,34.42573,SIRONKO
KIZINGA BUMALIMBA-1,BUMALIMBA,BUMALIMBA,1.197686,34.32989,SIRONKO
KWONTA-1,SIRONKO,BUKHULO,1.225787,34.23174,SIRONKO
KYESHA A-1,NABWEYA,ZESUI,1.10591,34.3374,SIRONKO
MIYEMBE-1,BUSATTE,BUTANDIGA,1.240434,34.29498,SIRONKO
MUGOBOLE-1,BUFAKA,BUMASIFWA,1.160129,34.37228,SIRONKO
NASALE BUKINYALE-1,BUKINYALE,MASABA,1.127053,34.39439,SIRONKO
ARARAK-1,KAMUDA,KAMUDA,1.6940597,33.4573804,SOROTI
OKUDAI-1,LALLE,KAMUDA,1.6671282,33.5019715,SOROTI
BWEYALE-1,MABINDO,MIJWALA,-0.0957908,31.528719,SSEMBABULE
KASHAMBYA-1,NTUUSI,NTUSI,0.0739935,31.19921,SSEMBABULE
KAWANDA-1,KAWANDA,LUGUSULU,0.1171179,31.40687,SSEMBABULE
KEWAYA-1,KARUSHONSHOMEZI,NTUSI,0.0137001,31.3243387,SSEMBABULE
KIBULALA-1,KASAMBYA,MATEETE,-0.2921533,31.5429784,SSEMBABULE
KIROWOOZA-1,KAMPALA,LWEMIYAGA,-0.0220904,31.0418101,SSEMBABULE
KITEREDDE-2,MANYAMA,MATEETE,-0.2516242,31.4959729,SSEMBABULE
LWABAANA-1,NSOGA,MIJWALA,-0.1487616,31.4321873,SSEMBABULE
LWAMATENGO-1,LWEMIBU,LWEMIYAGA,0.0358062,31.1106699,SSEMBABULE
LWENDEZI-1,KABAALE,LWEBITAKULI,-0.3190559,31.4113301,SSEMBABULE
MAKOMI-1,LUBAALE,LWEMIYAGA,0.1515543,31.0432942,SSEMBABULE
MATEETE NORTH-1,MATEETE CENTRAL,MATEETE TOWN COUNCIL,-0.2422811,31.4895,SSEMBABULE
MATEETE WEST-1,MATEETE WEST,MATEETE TOWN COUNCIL,-0.2581805,31.4898637,SSEMBABULE
MISENYI-1,KASAMBYA,LWEBITAKULI,-0.265041,31.3042809,SSEMBABULE
MISENYI-2,KASAMBYA,LWEBITAKULI,-0.311035,31.329219,SSEMBABULE
ABWEL A-1,MWELLO,MULANDA,0.7202592,34.0401469,TORORO
BUJWAALA B A-1,NAMWANGA,NABUYOGA,0.6629218,33.9395605,TORORO
BUGERA-1,BUSSI,BUSSI,0.0489043,32.28667,WAKISO
BUGIRI KAWULWE-1,KISUBI,KATABI TOWN COUNCIL,0.1248124,32.5666,WAKISO
BUNONKO MISOLI-1,KIGUNGU WARD,DIVISION B,0.0511472,32.4531,WAKISO
KABINDULA-1,KYASA,NAMAYUMBA,0.4282409,32.24655,WAKISO
KASANGA-1,LUGUZI,NAMAYUMBA TOWN COUNCIL,0.5304722,32.26064,WAKISO
KASENGE-1,KIKAJJO,KYENGERA TOWN COUNCIL,0.2617485,32.5135,WAKISO
KAWANDA CENTRAL-1,KAWANDA,NABWERU DIVISION,0.4105121,32.52331,WAKISO
KAZINGA MAIN-1,BWEYOGERERE,BWEYOGERERE DIVISION,0.3512244,32.6681098,WAKISO
KYAMPISI-1,KYAMPISI,NAMAYUMBA TOWN COUNCIL,0.5521272,32.25353,WAKISO
LULAGALA-2,KAVULE,GOMBE DIVISION,0.5135107,32.44235,WAKISO
MALANGATA NGONDWE-1,KANZIRO,NAMAYUMBA,0.4825153,32.24772,WAKISO
